,relation,start_node,end_node
779,HasA,car,horn
780,HasA,car,many_systems
781,HasA,car,more_wheels_than_engines
782,HasA,car,motor_oil
783,HasA,car,part_called_crank
784,HasA,car,roof
785,HasA,car,seat
786,HasA,car,seats
787,HasA,car,seats_usually_4_of
788,HasA,car,tires
789,HasA,car,wheels
790,HasA,car,windows
791,HasA,car_cassette_players,dolby_noise_reduction
792,HasA,car_must,fuel_to_operate
793,HasA,carafe,water_or_wine
794,HasA,carbohydrate,carbon_hydrogen_and_oxygen
795,HasA,carbon_based_dna,four_base_pairs
796,HasA,carbonated_beverages_have_bubbles_unless,gone_flat
797,HasA,careful_not_all_beaches,lifeguards
798,HasA,carolina_football_team,panther_mascot
799,HasA,carrie,kids
800,HasA,carrots,particular_taste
801,HasA,cars,been_around_for_hundred_years
802,HasA,cars,breaks_to_help_stop
803,HasA,cars,bumper
804,HasA,cars,bumpers
805,HasA,cars,chairs_inside
806,HasA,cars,diesel_engines
807,HasA,cars,doors
808,HasA,cars,engine
809,HasA,cars,four_doors
810,HasA,cars,four_wheels
811,HasA,cars,glove_compartments
812,HasA,cars,leather_while_other_just_have_vinyl
813,HasA,cars,locks_in_doors
814,HasA,cars,multiple_doors
815,HasA,cars,radios
816,HasA,cars,registration_numbers
817,HasA,cars,seat_belts
818,HasA,cars,seat_for_people_to_sit_in
819,HasA,cars,seats
820,HasA,cars,stripes
821,HasA,cars,trunks
822,HasA,cars,trunks_to_store_things_in
823,HasA,cars,two_headlights
824,HasA,cars,two_wheels
825,HasA,cars,wheels
826,HasA,cars,windows
827,HasA,cars,windscreens
828,HasA,cars_almost_always,four_wheels
829,HasA,cars_can_move_because,engines
830,HasA,cars_must,number_plates
831,HasA,cars_run_on_diesel_fuel,become_unpopular
832,HasA,cars_ususally,4_wheels
833,HasA,case_of_beer,24_cans
834,HasA,case_of_beer,beer
835,HasA,case_of_beer,multiple_cans_of_beer
836,HasA,casinos,gaming_tables
837,HasA,caspian_sea,sturgeon
838,HasA,castle_might,garden
839,HasA,cat,been_shaved
840,HasA,cat,claws
841,HasA,cat,eyes
842,HasA,cat,four_legs
843,HasA,cat,hair
844,HasA,cat,litter_of_kittens
845,HasA,cat,nose
846,HasA,cat,sharp_claws
847,HasA,cat,sharp_teeth
848,HasA,cat,whiskers
849,HasA,cat5_cable,eight_conductors
850,HasA,catfish,100000_tastebuds
851,HasA,catfish,mouth
852,HasA,catfish,whiskers_like_cats_do
853,HasA,cathartic,purgative_properties
854,HasA,catherine_havasi,more_than_4_toes
855,HasA,catherine_havasi,two_arms
856,HasA,catherine_havasi,two_legs
857,HasA,cats,black_and_white_vision
858,HasA,cats,bones
859,HasA,cats,claws
860,HasA,cats,claws_on_feet
861,HasA,cats,claws_on_paws
862,HasA,cats,dander
863,HasA,cats,elliptical_pupils
864,HasA,cats,excellent_balance
865,HasA,cats,eyes
866,HasA,cats,four_legs
867,HasA,cats,four_paws
868,HasA,cats,fur
869,HasA,cats,golden_fur
870,HasA,cats,good_sense_of_smell
871,HasA,cats,good_smell_organs
872,HasA,cats,hair
873,HasA,cats,kittens
874,HasA,cats,mind_of_thier_own
875,HasA,cats,muscles
876,HasA,cats,paws
877,HasA,cats,penis
878,HasA,cats,relationship_with_human.s
879,HasA,cats,retractable_claws
880,HasA,cats,sharp_claws
881,HasA,cats,sharp_claws_and_teeth
882,HasA,cats,soft_fur
883,HasA,cats,two_ears
884,HasA,cats,two_eyes
885,HasA,cats,whiskers
886,HasA,cats,yellow_eyes
887,HasA,cats_and_dogs,four_legs
888,HasA,cats_dogs_and_horses,affinity_with_humans
889,HasA,cats_fur,oils_keep_soft
890,HasA,caves_often,water_in_pools_or_streams
891,HasA,cd,music
892,HasA,cd,number_of_songs_on
893,HasA,ceiling_fans,wood_panels
894,HasA,cell_phones,joystick_buttons
895,HasA,cell_phones,menu_buttons
896,HasA,cells_of_cancerous_growth,duplicating_energy
897,HasA,cemetaries,graveyards
898,HasA,center_of_grapes,seeds
899,HasA,centipedes,anywhere_from_30_to_346_legs
900,HasA,central_passage_of_text,main_ideas
901,HasA,central_queensland_safaris,no_trophy_fees
902,HasA,cereal,lots_of_carbohydrates
903,HasA,cereal_bowl,cereals
904,HasA,chain,links
905,HasA,chain,many_links
906,HasA,chair,four_legs
907,HasA,chair,legs
908,HasA,chairs,three_legs
909,HasA,chamber_music,only_one_representative_of_each_instrument
910,HasA,champagne,bubbles
911,HasA,champagne_and_liquor,alchohol_in
912,HasA,change,cost
913,HasA,chanting_mantra,effect_of_relaxing
914,HasA,charis,four_legs
915,HasA,charles,kids
916,HasA,charles,money
917,HasA,chase,kids
918,HasA,chdir_and_cd,exactly_same_meaning
919,HasA,cheaper_cuts_of_meat,similar_food_value_to_expensive_ones
920,HasA,checkbook,checks
921,HasA,checkbook,many_checks_in
922,HasA,cheese,benign_bacteria
923,HasA,cheese,flavor
924,HasA,cheese,lot_of_fat
925,HasA,cheese,strong_odor
926,HasA,cheese_often,pungent_smell
927,HasA,cheeses,holes
928,HasA,cheque_book,cheques
929,HasA,cherry,pit_in_middle
930,HasA,chess,extremely_precise_rules
931,HasA,chess,two_sides_black_and_white
932,HasA,chess_board,64_squares
933,HasA,chess_board,different_colored_squares
934,HasA,chess_boards,64_squares
935,HasA,chess_clock,two_timers
936,HasA,chest,or_holds
937,HasA,chicken,brain_within_it's_skull
938,HasA,chicken,chicken_meat_on
939,HasA,chicken,low_cholesterol
940,HasA,chicken_eggs,hard_shell
941,HasA,chickens,beak_and_feathers
942,HasA,chickens,bony_necks_with_very_little_meat
943,HasA,chickens,feathers
944,HasA,chickens,feet
945,HasA,chiffonier,drawers
946,HasA,child's_bicyle,stabalisers
947,HasA,child,two_parents
948,HasA,childless_person,no_direct_descendants
949,HasA,children,alot_of_fun_at_playgrounds
950,HasA,children,bad_attitude
951,HasA,children,different_needs_at_different_ages
952,HasA,children,lots_to_learn
953,HasA,children,more_tastebuds_than_adults_do
954,HasA,children,no_toys
955,HasA,children,smaller_heads_than_adults
956,HasA,children,toys_resemle_reptiles_and_amphibians
957,HasA,children_and_adolescents_with_ocd,various_educational_needs
958,HasA,children_who,aids_will_die
959,HasA,children_will,no_christmas
960,HasA,childs,parents
961,HasA,china,97_software_piracy_rate
962,HasA,china,largest_population_on_earth
963,HasA,china,lot_of_people
964,HasA,china,successfully_sent_animals_into_space
965,HasA,chinese_food,meat_in
966,HasA,chinese_food_often,meat
967,HasA,chinese_restaurants_may,over_100_dishes_on_menu
968,HasA,chocolate,lot_of_fat
969,HasA,chocolate,sweet_taste_and_fragrance
970,HasA,chocolate_bar,lot_of_sugar
971,HasA,chorine_gas,green_yellow_color
972,HasA,chris_mcintry,trouble_writing_english_language_clearly
973,HasA,christmas_presents,bows
974,HasA,chuck,kids
975,HasA,church,windows
976,HasA,church_central_passage,seats_on_either_side
977,HasA,church_weddings,priest
978,HasA,churches,aisles_between_pews
979,HasA,churchyards,cemeteries
980,HasA,cigarette,poison
981,HasA,cigarette,tobacco
982,HasA,cigarretts,tobacco
983,HasA,circles,no_end
984,HasA,circumcision,cultural_implications
985,HasA,circus_peanuts,consistency_of_styrofoam
986,HasA,circuses_usally,clowns
987,HasA,cities,many_steets
988,HasA,cities,skyscrapers
989,HasA,cities,subways
990,HasA,cities,tall_buildings
991,HasA,citizen_of_country,passport_of_country
992,HasA,city,fewer_trees_than_forrest
993,HasA,city,many_inhabitants
994,HasA,city,many_tall_buildings
995,HasA,city_of_baltimore,professional_baseball_team
996,HasA,city_of_los_angeles,air_pollution
997,HasA,clams_bi_valves_meaning,two_shells
998,HasA,clapboard_house,clapboards_on_exterior_walls
999,HasA,clara,been_pregnant_for_several_months
1000,HasA,classical_guitar,six_strings
1001,HasA,classical_music,lasting_value
1002,HasA,classical_music,piano_pieces
1003,HasA,classical_music,rhythm
1004,HasA,classroom,floor
1005,HasA,classrooms,tables_instead_of_desks
1006,HasA,client_server_systems,servers_similar_to_transaction_processing_systems
1007,HasA,clint,kids
1008,HasA,clint,running_shoes
1009,HasA,clock's_often,radios_and_radios_often_have_clocks
1010,HasA,clock,face
1011,HasA,clock,twelve_numbers
1012,HasA,clock_on_wall,wrong_time
1013,HasA,clocks,alarms
1014,HasA,clothes_people_wear,one_or_more_colors
1015,HasA,clothing,stitches_in
1016,HasA,clothing_store_changing_room,mirror
1017,HasA,clothing_stores_may,fitting_room
1018,HasA,cloud,effect_of_partially_blocking_sunlight
1019,HasA,clowns,big_feet
1020,HasA,club_might,secret_handshake
1021,HasA,cnn,radio_stations
1022,HasA,cnn,tv_stations
1023,HasA,coal_often,sulfur
1024,HasA,coast,one_side_water_other_land
1025,HasA,coca_cola,caffeine
1026,HasA,cocktail_cabinet,ingredients_for_making_cocktail
1027,HasA,coconuts,milk
1028,HasA,coffee,active_ingredient_caffeine
1029,HasA,coffee,caffein
1030,HasA,coffee,caffeine
1031,HasA,coffee,caffeine_which_raises_brain_reaction_time
1032,HasA,coffee,caffiene
1033,HasA,coffee,caffiene_in
1034,HasA,coffee,caffine
1035,HasA,coffee,large_amounts_of_caffeine
1036,HasA,coffee,slightly_bitter_taste
1037,HasA,coffee,stimulant_drug_caffeine
1038,HasA,coffee_energizing_because,caffine_in
1039,HasA,coffee_shops,windows
1040,HasA,coil,helical_shape
1041,HasA,coin_purse,coins
1042,HasA,coins,images_embossed_on_both_sides
1043,HasA,coins,numismatic_value
1044,HasA,coke,caffine
1045,HasA,cold,effect_of_freezing
1046,HasA,cold_air,less_water
1047,HasA,cold_shower,effect_of_reducing_sexual_desire
1048,HasA,college,students_at
1049,HasA,colleges,formal_areas_called_yards
1050,HasA,colleges_often,band
1051,HasA,color,different_temperatures
1052,HasA,color,wave_lengths
1053,HasA,color_pink,red_and_white_factors
1054,HasA,colorado,wilderness_to_camp_in
1055,HasA,column,more_height_than_width
1056,HasA,comb,many_teeth
1057,HasA,comets,ice
1058,HasA,comets,set_orbits
1059,HasA,comets,solid_nucleus
1060,HasA,comic_opera,comical_lines
1061,HasA,coming_to_attention,many_meanings
1062,HasA,committee,more_than_one_person
1063,HasA,common_alphabet,26_letters
1064,HasA,common_place_to,sex_in_bed
1065,HasA,common_table,four_legs
1066,HasA,community_resources,value
1067,HasA,compact_disc,audio_or_data
1068,HasA,companies,logos
1069,HasA,companies,meetings_conducted_by_chair_person
1070,HasA,companies,secretaries
1071,HasA,companies_and_countries,tried_to_manipulate_commodity_markets
1072,HasA,company,assets
1073,HasA,company,board_of_directors
1074,HasA,company,earnings
1075,HasA,company_includes_people_who,decided_to_work_together
1076,HasA,competition_swimming_pool,lane
1077,HasA,complex_numbers,as_factor
1078,HasA,composers,friends
1079,HasA,computer,central_processor
1080,HasA,computer,keyboard
1081,HasA,computer,monitor
1082,HasA,computer,mouse
1083,HasA,computer,one_or_many_processors
1084,HasA,computer,software
1085,HasA,computer_file,sound_data
1086,HasA,computer_mouse,one_to_three_buttons
1087,HasA,computer_programmers,bad_manners_when_working
1088,HasA,computer_scientist,names
1089,HasA,computer_viruses,become_fact_of_life
1090,HasA,computers,keyboards
1091,HasA,computers,many_components
1092,HasA,computers,many_different_components
1093,HasA,computers,monitors
1094,HasA,computers,no_commonsense
1095,HasA,computers,operating_systems
1096,HasA,computers,own_language
1097,HasA,computers,power_supplies
1098,HasA,computers,trouble_understanding_flamoyant_speakers
1099,HasA,concert_hall,seats_and_stage
1100,HasA,confused_teams,become_norm
1101,HasA,congressman,vote
1102,HasA,conic_section,2_dimensions
1103,HasA,coniferous_trees,needles_instead_of_leaves
1104,HasA,connecticut,first_american_cookbook
1105,HasA,connie,kids
1106,HasA,conscious_things,emotions
1107,HasA,construction_workers,very_dangerous_occupation
1108,HasA,container,inside_and_outside
1109,HasA,container,smaller_object
1110,HasA,contest,winner_and_many_losers
1111,HasA,contests,more_than_one_winner
1112,HasA,continent,name
1113,HasA,continental_united_states,four_time_zones
1114,HasA,continents,beaches
1115,HasA,control_room,machinery
1116,HasA,convenience_food_store,less_food_than_grocery
1117,HasA,convertibles,roofs_go_up_and_down
1118,HasA,convicted_offenders,high_morbidity_and_mortality_rates
1119,HasA,cookbook,many_recipies
1120,HasA,cooked_chicken,crisp_brown_color
1121,HasA,coral_reef_fish,culturally_transmitted_migration_paths
1122,HasA,corn,been_domesticated_in_mexico
1123,HasA,corn,kernals
1124,HasA,costs_money_to,fun
1125,HasA,costs_money_to,insurance
1126,HasA,couch,cushions_to_make_sitting_more_comfortable
1127,HasA,countries,borders
1128,HasA,countries,governments
1129,HasA,countries,national_anthems
1130,HasA,countries,populations
1131,HasA,countries,very_tall_mountains
1132,HasA,countries_still,kings_and_queens
1133,HasA,countries_to_not,large_populations
1134,HasA,country,borders
1135,HasA,country,inhabitants
1136,HasA,country,it's_own_government
1137,HasA,country,many_citizens
1138,HasA,country,sovereign_rights
1139,HasA,country_of_india,most_universities_in_world
1140,HasA,country_sweden,government
1141,HasA,county_highway,less_traffic_than_city_highway
1142,HasA,couples,open_marriages
1143,HasA,couples_often,fun_together
1144,HasA,courses_at_university,course_numbers
1145,HasA,court,kings_and_queens_in
1146,HasA,courthouse,rooms
1147,HasA,courtroom,witness_stand
1148,HasA,courts,leeway_in_handling_precedents
1149,HasA,courts_often,cases_with_little_or_insuficient_evidence
1150,HasA,cow,four_legs
1151,HasA,cowboy_boots,high_heels_on
1152,HasA,cows,four_legs
1153,HasA,cows,four_stomaches
1154,HasA,cows,four_stomachs
1155,HasA,cows,long_horns
1156,HasA,cows,seven_stomachs
1157,HasA,cows,short_tails
1158,HasA,cows_do_not,stomach
1159,HasA,crab,external_skeleton
1160,HasA,crabcakes,crab_in
1161,HasA,crabs,claws_to_pinch_things
1162,HasA,crash_testing_of_cars,reduced_consequences_of_accidents
1163,HasA,cream,taste
1164,HasA,creating_art_requires,fun
1165,HasA,credit_card_wallet,credit_cards
1166,HasA,credit_cards,credit_limit
1167,HasA,credit_cards,higher_percentage_rates_than_others
1168,HasA,creek,runnign_water_in
1169,HasA,criminal's_often,made_wrong_decision
1170,HasA,criminal_will,trials
1171,HasA,criminals_people_who,committed_crime
1172,HasA,crisis,effect_of_making_people_stupid
1173,HasA,crocodiles,very_sharp_teeth
1174,HasA,cross_sections_of_cone,various_geometric_shapes
1175,HasA,cruise_missiles_useless_if,no_targets
1176,HasA,crystals,symmetry
1177,HasA,cuba,beaches
1178,HasA,cube,six_side
1179,HasA,cube,six_sides
1180,HasA,cube,three_dimensions
1181,HasA,cucumber_beetle,black_stripes
1182,HasA,cultured_home,glasses_for_many_kinds_of_liquids
1183,HasA,cup,liquid
1184,HasA,cup_of_hot_caoco,calming_effect
1185,HasA,current_year,four_digits
1186,HasA,curry,strong_aroma
1187,HasA,curry,strong_smell
1188,HasA,cutlery_drawer,cutlery
1189,HasA,cutlery_drawer,knives
1190,HasA,cutting_finger,effect_of_making_bleed
1191,HasA,cypress_trees,high_sap_content
1192,HasA,cyprus,high_temperatures_in_summer
1193,HasA,daiseys,yellow_center
1194,HasA,daisies,no_scent
1195,HasA,damp_house_might,lot_of_fungus
1196,HasA,damp_house_might,lot_of_fungus_inside
1197,HasA,danny,kids
1198,HasA,dark_chocolate,more_caffeine_than_milk_chocolate
1199,HasA,dark_haired_people,dark_beard
1200,HasA,dark_places,no_light
1201,HasA,darts,sharp_point
1202,HasA,darts,sharp_points_on
1203,HasA,database,information
1204,HasA,date_only_12_men,landed_on_moon
1205,HasA,datebook,list_of_appointments
1206,HasA,dave,date
1207,HasA,dave,no_money
1208,HasA,dave,stinky_feet
1209,HasA,dave_matthews,own_band
1210,HasA,david,pumpkin
1211,HasA,david_bowie,made_many_music_albums
1212,HasA,david_bowie,released_many_music_albums
1213,HasA,day,24_hours
1214,HasA,dc_motors,brushes
1215,HasA,dead_people,no_blood_pressure
1216,HasA,deaf_people,remarkable_abiltiy_to_lip_read
1217,HasA,death,way_for_simplifying_family_conflicts
1218,HasA,debaters_can_agree_each_will,turn
1219,HasA,debbie,kids
1220,HasA,december,31_days
1221,HasA,december,thirty_one_days
1222,HasA,decisions,consequences
1223,HasA,deck,52_cards
1224,HasA,deck,floor_but_no_ceiling
1225,HasA,deep_breathing,effect_of_relaxation
1226,HasA,deer,four_legs
1227,HasA,deer,head
1228,HasA,deirdre_brocklebank,diploma_in_reflexology
1229,HasA,delicatessen,ham
1230,HasA,delicatessen,specialty_foods
1231,HasA,demand_for_oil,been_growing
1232,HasA,demand_for_oil,grown
1233,HasA,demands_on_mineral_transport_systems,increased
1234,HasA,democacy,been_reduced_to_competitive_party_politics
1235,HasA,democrats,no_heart
1236,HasA,dental_office,waiting_room
1237,HasA,dentist's_office,waiting_room
1238,HasA,dentist_can_tell_if,cavity
1239,HasA,dentists_can_notice,n't_been_flossing
1240,HasA,department_store,multiple_sales_departments
1241,HasA,department_stores,hidden_cameras
1242,HasA,depressant,sedative_effect
1243,HasA,desert,amazing_abundance_of_life
1244,HasA,desert,many_sand_dunes
1245,HasA,deserts,cacti
1246,HasA,deserts,sparse_vegetation
1247,HasA,desk,flat_surface
1248,HasA,desk_drawer,paper
1249,HasA,desk_usually_will,several_desk_drawers
1250,HasA,destinations,popularity
1251,HasA,detainees_labeled_as_terrorists,human_rights_denied
1252,HasA,detergents,additives
1253,HasA,developing_countries,higher_infection_rates
1254,HasA,dialog_box,messages_requesting_more_information
1255,HasA,diary,appointments
1256,HasA,dice,6_sides
1257,HasA,dice,six_faces
1258,HasA,dice,six_sides
1259,HasA,diesel_fuel,lower_boiling_point_than_water
1260,HasA,different_animals,different_fields_of_view
1261,HasA,different_countries,different_cultures
1262,HasA,different_countries,different_currencies_as_money
1263,HasA,different_cultures,different_customs
1264,HasA,different_cultures,different_customs_about_talking
1265,HasA,different_cultures,different_tonal_scales
1266,HasA,different_cultures,different_traditions
1267,HasA,different_cultures,different_value_systems
1268,HasA,different_elements,different_mechanical_properties
1269,HasA,different_games,different_rules
1270,HasA,different_humans,different_awareness_of_time
1271,HasA,different_kinds_of_animals,different_voices
1272,HasA,different_languages,different_alphabets
1273,HasA,different_people,different_color_hair
1274,HasA,different_people,different_opinions_about_world
1275,HasA,different_people,different_personalities
1276,HasA,different_people,different_preferences
1277,HasA,different_religions,different_ceremonies
1278,HasA,different_sauces,different_tastes
1279,HasA,different_societies,different_core_values
1280,HasA,different_trees,differently_shaped_leaves
1281,HasA,digestive_system,do_with_food
1282,HasA,digestive_system,eleven_basic_components
1283,HasA,digestive_system,esophagus_and_stomach
1284,HasA,digestive_system,liver_and_gallbladder
1285,HasA,digestive_system,mouth_and_salivary_glands
1286,HasA,digestive_system,pancreas_and_small_and_large_intestines
1287,HasA,digestive_system,rectum_and_anus
1288,HasA,digestive_system,very_strong_digestive_juices_or_acids
1289,HasA,digital_wristwatch,computer_chip
1290,HasA,diner,menu_cards
1291,HasA,dining_area,table_and_chairs
1292,HasA,dining_room,table
1293,HasA,dining_room_table,chairs
1294,HasA,director_chair,director's_name_on
1295,HasA,director_chair,director's_name_on_back
1296,HasA,directors,many_decisions_to_make
1297,HasA,dirve_need_to,driver's_license
1298,HasA,discipline_of_medicine,many_ethical_considerations_and_judgments
1299,HasA,discotheque,loud_music_and_lots_of_people
1300,HasA,display_cabinets,glass_fronts
1301,HasA,distant,different_means_depending_on_context
1302,HasA,do_canadian_cities,subways
1303,HasA,do_work_one,plan_in_advance
1304,HasA,doctor's_office,waiting_room
1305,HasA,doctor's_office_may,plants_in_reception_area
1306,HasA,doctor,had_many_years_of_education
1307,HasA,doctor,studied_medicine
1308,HasA,doctor,very_nice_eyes
1309,HasA,doctor_can_explain,three_months_left_to_live
1310,HasA,doctor_can_require,health_insurance
1311,HasA,doctor_examination_room,table
1312,HasA,doctors,information_about_illnesses
1313,HasA,doctors,many_charts_in_offices
1314,HasA,doctors,many_years_of_education
1315,HasA,doctors,private_lives
1316,HasA,doctors,specialties
1317,HasA,doctors,stressful_jobs
1318,HasA,doctors,study
1319,HasA,doctors_offices,waiting_rooms
1320,HasA,document_folder,documents
1321,HasA,dodgers,no_worth
1322,HasA,doesn't,start_and_end
1323,HasA,dog,big_heart
1324,HasA,dog,brains
1325,HasA,dog,fleas
1326,HasA,dog,four_legs
1327,HasA,dog,fur
1328,HasA,dog,nose
1329,HasA,dog,one_mouth
1330,HasA,dog,paws
1331,HasA,dog,penis
1332,HasA,dog,teeth
1333,HasA,dog,two_ears
1334,HasA,dog_can_find_whether,smell
1335,HasA,dog_owner,vaccum_carpet_often
1336,HasA,dog_who,been_spayed_cannot_reproduce
1337,HasA,dogs,babies_in_litters
1338,HasA,dogs,bad_breath
1339,HasA,dogs,bones
1340,HasA,dogs,claws
1341,HasA,dogs,ears
1342,HasA,dogs,fleas
1343,HasA,dogs,four_legs
1344,HasA,dogs,fur
1345,HasA,dogs,litter_of_offspring
1346,HasA,dogs,lots_of_hair
1347,HasA,dogs,n't_eaten_in_days
1348,HasA,dogs,no_consciousness
1349,HasA,dogs,pointed_ears
1350,HasA,dogs,puppies
1351,HasA,dogs,stronger_sence_of_smell_humans
1352,HasA,dogs,tail
1353,HasA,dogs,tails
1354,HasA,dogs,teeth
1355,HasA,dogs,tongue_hanging_out
1356,HasA,dogs,toys
1357,HasA,dogs,two_ears
1358,HasA,dogs,very_good_hearing
1359,HasA,dogs,wet_noses
1360,HasA,dogs_and_humans,lived_together_for_many_millennia
1361,HasA,dogs_and_humans,similar_hormones
1362,HasA,dogs_have_tails_unless_tails,been_chopped_off
1363,HasA,dogs_seem_to,infinite_supply_of_energy
1364,HasA,dogwood_trees,cottony_attachments_to_help_dispersal
1365,HasA,dolls,yarn_for_hair
1366,HasA,don't_wear_skirts_if,fat_legs
1367,HasA,donuts,whole_in_centre
1368,HasA,door,handle
1369,HasA,door,two_halfs
1370,HasA,door_with_lock,key
1371,HasA,doors,arches
1372,HasA,doors,door_knobs
1373,HasA,doors,handles
1374,HasA,doors_into_homes,locks
1375,HasA,doors_somtimes,glass_windows_in
1376,HasA,dortmund,airport
1377,HasA,double_current_catheter,two_channels
1378,HasA,double_edged_razor,two_sharp_sides
1379,HasA,double_edged_razor,two_sharps_sides
1380,HasA,doughnuts,holes_in
1381,HasA,downtown_of_city,several_tall_buildings
1382,HasA,dragonfly,two_sets_of_wings
1383,HasA,drawer,clothing
1384,HasA,drawer_must,handle_knob_or_grip
1385,HasA,dress_shirts,buttons
1386,HasA,drink_which,been_fermented_contains_alcohol
1387,HasA,drinking_alcohol,bad_long_time_effects
1388,HasA,drinking_alcohol,effect_of_gettting_drunk
1389,HasA,drivers,passed_driving_test
1390,HasA,driveway,road_at_one_end
1391,HasA,driving_car_requires,fuel_in
1392,HasA,driving_to_work_requires_to,car_to_drive
1393,HasA,drowned_person,died
1394,HasA,drowned_valley,been_submerged_under_water
1395,HasA,drug,medical_effect
1396,HasA,drugs,effect_on_people
1397,HasA,drunk_drivers,urine_tested
1398,HasA,drunk_means,consumed_overdose_of_alcohol
1399,HasA,duck,bill
1400,HasA,duck,bill_and_webbed_feet
1401,HasA,duck,feathers
1402,HasA,duck,webbed_feet
1403,HasA,ducks,bill
1404,HasA,ducks,bills
1405,HasA,ducks,bones
1406,HasA,ducks,feathers
1407,HasA,duffel_bag,many_items
1408,HasA,duplex,two_floors
1409,HasA,during_rush_hours_might,stand_in_bus
1410,HasA,dvd,property_of_being_digital
1411,HasA,dwain,kids
1412,HasA,dwellings,large_rooms
1413,HasA,dying,effect_of_decomposition
1414,HasA,each,letter_e
1415,HasA,each,letter_s
1416,HasA,each,ten_fingers_and_ten_toes
1417,HasA,each_cell_on_worksheet,absolute_reference
1418,HasA,each_country,both_government_and_citizens
1419,HasA,each_country,different_flag
1420,HasA,each_country,economy
1421,HasA,each_country,own_flag
1422,HasA,each_country,own_style_of_cooking
1423,HasA,each_culture,it's_own_kind_of_music
1424,HasA,each_element_in_periodic_table,number_associated_with
1425,HasA,each_finger,fingernail
1426,HasA,each_finger,lunula
1427,HasA,each_flavor_of_ice_cream,different_taste
1428,HasA,each_government,policy_on_illegal_drugs
1429,HasA,each_hand,one_thumb
1430,HasA,each_holiday,own_distinctive_human_behaviors
1431,HasA,each_house_in_neighborhood,yard
1432,HasA,each_human's_hand,five_digits
1433,HasA,each_human,body
1434,HasA,each_human,name
1435,HasA,each_human,own_unique_dna
1436,HasA,each_human,unique_fingerprint
1437,HasA,each_human_being,one_and_moves_while_breathing
1438,HasA,each_human_hand,five_digits
1439,HasA,each_life_form,vital_purpose_in_nature
1440,HasA,each_minute,60_seconds
1441,HasA,each_person,only_one_body
1442,HasA,each_person,slightly_different_voice
1443,HasA,each_person,two_lips
1444,HasA,each_room_of_house,different_acoustical_properties
1445,HasA,each_season,about_3_months_in
1446,HasA,each_side,king
1447,HasA,each_state,state_bird
1448,HasA,each_telephone,own_telephone_number
1449,HasA,eagle,landed
1450,HasA,eagles,excellent_eyesight
1451,HasA,early_generation_labradoodle,wide_variety_of_coat_type
1452,HasA,earth's_atmosphere,oxygen
1453,HasA,earth's_orbit,sun_near_centre
1454,HasA,earth's_year,365_days
1455,HasA,earth,atmosphere
1456,HasA,earth,continents_and_oceans
1457,HasA,earth,four_seasons
1458,HasA,earth,gravity
1459,HasA,earth,many_artificial_satellites
1460,HasA,earth,many_different_living_organisms
1461,HasA,earth,molten_core
1462,HasA,earth,moon
1463,HasA,earth,more_water_than_land
1464,HasA,earth,north_and_south_pole
1465,HasA,earth,one_moon
1466,HasA,earth,one_satellite_called_moon
1467,HasA,earth,several_billion_human_beings
1468,HasA,earth,shape_of_sphere
1469,HasA,earth,single_moon
1470,HasA,earth,six_populated_continents
1471,HasA,earth,surface
1472,HasA,earth,tectonic_plates
1473,HasA,earth,thick_shield_called_atmosphere
1474,HasA,earths_atmosphere,nitrogen
1475,HasA,earths_seas,lots_of_life_in
1476,HasA,earwig,pinchers_on_rear_end
1477,HasA,eatery_will,tables
1478,HasA,eating,effect_of_abating_hunger
1479,HasA,eating,effect_of_satiating_one's_hunger
1480,HasA,eating_diet_high_in_fat,effect_of_raising_cholesterol_levels
1481,HasA,eating_fast_food,effect_of_making_people_fat
1482,HasA,eating_peach,effect_of_uncovering_seed
1483,HasA,eating_vegetables_and_fruits,effect_of_getting_more_vitamins
1484,HasA,economists,hard_time_accounting_for_externalities
1485,HasA,economists,hard_time_with_intangible_value
1486,HasA,educational_system,many_levels_from_preschool_to_college
1487,HasA,eel,no_legs
1488,HasA,effective_groups,high_cohesion
1489,HasA,effective_groups,two_way_interaction_between_members
1490,HasA,efficient_contraception,given_us_sexual_freedom
1491,HasA,egg_beater,handle
1492,HasA,eggs,shell
1493,HasA,egyptian_pyramids,rectangular_bases
1494,HasA,elder_people,lived_through_much_change
1495,HasA,elder_tree,small_white_flowers
1496,HasA,electric_blanket,cord
1497,HasA,electric_devices_must,power_source_to_run
1498,HasA,electric_razor,power_switch
1499,HasA,electron,negative_electric_charge
1500,HasA,electronics_store,many_high_tech_products
1501,HasA,electrons,electrical_charge
1502,HasA,electrons,negative_charge
1503,HasA,elephant,four_legs
1504,HasA,elephant,long_nose_called_trunk
1505,HasA,elephant,nose
1506,HasA,elephant,trunk
1507,HasA,elephant,tusks
1508,HasA,elephants,leathery_skin
1509,HasA,elephants,long_nose_called_trunk
1510,HasA,elephants,trunks
1511,HasA,elevator,door
1512,HasA,elipse,2_focal_points
1513,HasA,elite,interest_in_oppresing_others
1514,HasA,elk,beautiful_antlers
1515,HasA,elves,pointed_ears
1516,HasA,email_message,just_arrived
1517,HasA,emotions,chemical_effect_in_body
1518,HasA,employees,started_fights_at_workplace_parties
1519,HasA,emus_cannot_fly_unless,pilot's_license
1520,HasA,enclosure_of_commons,effect_of_chilling_innovation
1521,HasA,encyclopedias,many_volumes
1522,HasA,encylopedias,information_about_animals
